iso_year,iso_week,censuscode,district,state,lat,lon,cases,deaths,is_outbreak,cases_lag1,cases_lag2,cases_lag3,cases_roll4w,temp_k,preci_mm,LAI,population_2024,pop_density_per_km2_2024,week_sin,week_cos,is_monsoon
2019,49,591,Kozhikode,Kerala,11.2450558,75.7754716,25,0.0,0,20.0,23.0,37.0,36.25,,0.7639986811,34.0,2839930,1209.48,-0.354605,0.935016,0
2020,4,591,Kozhikode,Kerala,11.2450558,75.7754716,30,0.0,0,25.0,20.0,23.0,26.25,,0.002652047895,31.0,2839930,1209.48,0.464723,0.885456,0
2020,22,591,Kozhikode,Kerala,11.2450558,75.7754716,33,0.0,0,30.0,25.0,20.0,24.5,,0.4320908522,,2839930,1209.48,0.464723,-0.885456,1
2021,14,591,Kozhikode,Kerala,11.2450558,75.7754716,43,0.0,0,33.0,30.0,25.0,27.0,,0.1248424286,,2839930,1209.48,0.992709,-0.120537,0
2021,18,591,Kozhikode,Kerala,11.2450558,75.7754716,64,0.0,0,43.0,33.0,30.0,32.75,,0.5271077054,,2839930,1209.48,0.822984,-0.568065,0
2021,19,591,Kozhikode,Kerala,11.2450558,75.7754716,64,0.0,0,64.0,43.0,33.0,42.5,,0.3779355478,,2839930,1209.48,0.748511,-0.663123,0
2021,20,591,Kozhikode,Kerala,11.2450558,75.7754716,24,0.0,0,64.0,64.0,43.0,51.0,,3.641437897,,2839930,1209.48,0.663123,-0.748511,0
2015,9,592,Malappuram,Kerala,11.10684475,76.1099551,20,0.0,0,,,,,306.01,0.003702936163,21.0,35729,9.96,0.885456,0.464723,0
2015,18,592,Malappuram,Kerala,11.10684475,76.1099551,17,0.0,0,20.0,,,20.0,303.27500000000003,1.008540852,29.0,35729,9.96,0.822984,-0.568065,0
2015,21,592,Malappuram,Kerala,11.10684475,76.1099551,15,1.0,0,17.0,20.0,,18.5,300.92,2.92197665,18.0,35729,9.96,0.568065,-0.822984,0
2015,50,592,Malappuram,Kerala,11.10684475,76.1099551,13,0.0,0,15.0,17.0,20.0,17.33,297.81333340000003,0.2690884813,,35729,9.96,-0.239316,0.970942,0
2016,8,592,Malappuram,Kerala,11.10684475,76.1099551,14,0.0,0,13.0,15.0,17.0,16.25,306.08,0.006801565888,,35729,9.96,0.822984,0.568065,0
2016,20,592,Malappuram,Kerala,11.10684475,76.1099551,16,0.0,0,14.0,13.0,15.0,14.75,301.42,0.8427010245,21.0,35729,9.96,0.663123,-0.748511,0
2016,22,592,Malappuram,Kerala,11.10684475,76.1099551,100,0.0,1,16.0,14.0,13.0,14.5,304.255,1.18092678,,35729,9.96,0.464723,-0.885456,1
2017,11,592,Malappuram,Kerala,11.10684475,76.1099551,111,0.0,1,100.0,16.0,14.0,35.75,304.43,0.3129664297,,35729,9.96,0.970942,0.239316,0
2017,17,592,Malappuram,Kerala,11.10684475,76.1099551,64,0.0,0,111.0,100.0,16.0,60.25,306.2966666,0.8016727413,22.0,35729,9.96,0.885456,-0.464723,0
2017,18,592,Malappuram,Kerala,11.10684475,76.1099551,79,1.0,0,64.0,111.0,100.0,72.75,307.25,0.6657383103,25.0,35729,9.96,0.822984,-0.568065,0
2018,17,592,Malappuram,Kerala,11.10684475,76.1099551,39,0.0,0,79.0,64.0,111.0,88.5,305.12,1.045423093,25.0,35729,9.96,0.885456,-0.464723,0
2018,40,592,Malappuram,Kerala,11.10684475,76.1099551,50,0.0,0,39.0,79.0,64.0,73.25,300.62,1.514968198,20.0,35729,9.96,-0.992709,0.120537,0
2021,9,592,Malappuram,Kerala,11.10684475,76.1099551,37,0.0,0,50.0,39.0,79.0,58.0,305.488,0.2116405502,25.0,35729,9.96,0.885456,0.464723,0
2021,20,592,Malappuram,Kerala,11.10684475,76.1099551,20,0.0,0,37.0,50.0,39.0,51.25,,2.625326529,,35729,9.96,0.663123,-0.748511,0
2013,12,593,Palakkad,Kerala,10.78789845,76.47408711,64,0.0,0,,,,,307.5466666,0.3955894326,21.0,56050,12.43,0.992709,0.120537,0
2013,26,593,Palakkad,Kerala,10.78789845,76.47408711,34,0.0,0,64.0,,,64.0,,2.065251683,4.0,56050,12.43,-0.0,-1.0,1
2014,10,593,Palakkad,Kerala,10.78789845,76.47408711,15,0.0,0,34.0,64.0,,49.0,302.62,0.1837255224,22.0,56050,12.43,0.935016,0.354605,0
2015,25,593,Palakkad,Kerala,10.78789845,76.47408711,42,0.0,0,15.0,34.0,64.0,37.67,297.3,0.5920309337,6.0,56050,12.43,0.120537,-0.992709,1
2015,27,593,Palakkad,Kerala,10.78789845,76.47408711,34,0.0,0,42.0,15.0,34.0,38.75,295.84000000000003,0.9045933617,18.0,56050,12.43,-0.120537,-0.992709,1
2015,40,593,Palakkad,Kerala,10.78789845,76.47408711,10,0.0,0,34.0,42.0,15.0,31.25,300.445,1.222213381,20.0,56050,12.43,-0.992709,0.120537,0
2016,1,593,Palakkad,Kerala,10.78789845,76.47408711,25,1.0,0,10.0,34.0,42.0,25.25,301.824,5.66e-05,31.0,56050,12.43,0.120537,0.992709,0
2017,13,593,Palakkad,Kerala,10.78789845,76.47408711,99,4.0,1,25.0,10.0,34.0,27.75,308.372,0.08788491187,24.0,56050,12.43,1.0,-0.0,0
2017,22,593,Palakkad,Kerala,10.78789845,76.47408711,993,7.0,1,99.0,25.0,10.0,42.0,304.315,0.6551171401,14.0,56050,12.43,0.464723,-0.885456,1
2020,15,593,Palakkad,Kerala,10.78789845,76.47408711,12,0.0,0,993.0,99.0,25.0,281.75,305.49,0.4110630692,23.0,56050,12.43,0.970942,-0.239316,0
2021,13,593,Palakkad,Kerala,10.78789845,76.47408711,7,0.0,0,12.0,993.0,99.0,282.25,305.312,0.6474464086,22.0,56050,12.43,1.0,-0.0,0
2021,20,593,Palakkad,Kerala,10.78789845,76.47408711,8,0.0,0,7.0,12.0,993.0,277.75,300.12,2.608608357,24.0,56050,12.43,0.663123,-0.748511,0
2021,21,593,Palakkad,Kerala,10.78789845,76.47408711,16,0.0,0,8.0,7.0,12.0,255.0,301.21500000000003,1.051908116,,56050,12.43,0.568065,-0.822984,0
2021,23,593,Palakkad,Kerala,10.78789845,76.47408711,28,0.0,0,16.0,8.0,7.0,10.75,302.62466670000003,0.5658371089,8.0,56050,12.43,0.354605,-0.935016,1
2022,12,593,Palakkad,Kerala,10.78789845,76.47408711,18,0.0,0,28.0,16.0,8.0,14.75,305.46,0.2079999161,23.0,56050,12.43,0.992709,0.120537,0
2022,18,593,Palakkad,Kerala,10.78789845,76.47408711,18,0.0,0,18.0,28.0,16.0,17.5,302.5066666,0.7507618224,11.0,56050,12.43,0.822984,-0.568065,0
2017,14,594,Thrissur,Kerala,10.5256264,76.2132542,44,0.0,1,,,,,303.008,0.1867733102,29.0,3805066,1250.01,0.992709,-0.120537,0
2017,19,594,Thrissur,Kerala,10.5256264,76.2132542,11,0.0,0,44.0,,,44.0,302.8266666,0.598148184,29.0,3805066,1250.01,0.748511,-0.663123,0
2018,15,594,Thrissur,Kerala,10.5256264,76.2132542,9,0.0,0,11.0,44.0,,27.5,303.52,0.3101793397,32.0,3805066,1250.01,0.970942,-0.239316,0
2010,10,595,Ernakulam,Kerala,9.98408,76.2741457,9,0.0,0,,,,,304.98,0.06360179315,,1693647,698.85,0.935016,0.354605,0
2011,26,595,Ernakulam,Kerala,9.98408,76.2741457,3,0.0,0,9.0,,,9.0,298.85,0.8872893945,20.0,1693647,698.85,-0.0,-1.0,1
2015,13,595,Ernakulam,Kerala,9.98408,76.2741457,18,0.0,0,3.0,9.0,,6.0,304.24,0.02981573457,34.0,1693647,698.85,1.0,-0.0,0
2015,20,595,Ernakulam,Kerala,9.98408,76.2741457,14,0.0,0,18.0,3.0,9.0,10.0,,1.663088349,10.0,1693647,698.85,0.663123,-0.748511,0
2015,25,595,Ernakulam,Kerala,9.98408,76.2741457,18,0.0,0,14.0,18.0,3.0,11.0,301.65000000000003,1.160995496,29.0,1693647,698.85,0.120537,-0.992709,1
2015,27,595,Ernakulam,Kerala,9.98408,76.2741457,25,0.0,0,18.0,14.0,18.0,13.25,297.825,1.156979423,28.0,1693647,698.85,-0.120537,-0.992709,1
2016,8,595,Ernakulam,Kerala,9.98408,76.2741457,16,0.0,0,25.0,18.0,14.0,18.75,305.16,0.01937690434,,1693647,698.85,0.822984,0.568065,0
2016,10,595,Ernakulam,Kerala,9.98408,76.2741457,22,0.0,0,16.0,25.0,18.0,18.25,305.42400000000004,0.02103839556,35.0,1693647,698.85,0.935016,0.354605,0
2016,15,595,Ernakulam,Kerala,9.98408,76.2741457,9,0.0,0,22.0,16.0,25.0,20.25,302.46,0.1579748023,25.0,1693647,698.85,0.970942,-0.239316,0
2016,16,595,Ernakulam,Kerala,9.98408,76.2741457,16,0.0,0,9.0,22.0,16.0,18.0,302.41,0.2366578877,,1693647,698.85,0.935016,-0.354605,0
2016,20,595,Ernakulam,Kerala,9.98408,76.2741457,12,0.0,0,16.0,9.0,22.0,15.75,,1.335778127,19.0,1693647,698.85,0.663123,-0.748511,0
2016,21,595,Ernakulam,Kerala,9.98408,76.2741457,9,0.0,0,12.0,16.0,9.0,14.75,304.90000000000003,1.151594675,,1693647,698.85,0.568065,-0.822984,0
2016,26,595,Ernakulam,Kerala,9.98408,76.2741457,12,0.0,0,9.0,12.0,16.0,11.5,296.1,1.340526498,10.0,1693647,698.85,-0.0,-1.0,1
2016,28,595,Ernakulam,Kerala,9.98408,76.2741457,13,0.0,0,12.0,9.0,12.0,12.25,299.74,1.277379741,,1693647,698.85,-0.239316,-0.970942,1
2016,35,595,Ernakulam,Kerala,9.98408,76.2741457,16,0.0,0,13.0,12.0,9.0,11.5,299.28000000000003,0.8247312321,11.0,1693647,698.85,-0.885456,-0.464723,1
2016,39,595,Ernakulam,Kerala,9.98408,76.2741457,23,0.0,0,16.0,13.0,12.0,12.5,301.40000000000003,0.390584311,22.0,1693647,698.85,-1.0,-0.0,1
2016,49,595,Ernakulam,Kerala,9.98408,76.2741457,16,0.0,0,23.0,16.0,13.0,16.0,302.2,0.3212249717,34.0,1693647,698.85,-0.354605,0.935016,0
2017,13,595,Ernakulam,Kerala,9.98408,76.2741457,56,0.0,1,16.0,23.0,16.0,17.0,304.17,0.07724237517,,1693647,698.85,1.0,-0.0,0
2017,21,595,Ernakulam,Kerala,9.98408,76.2741457,14,0.0,0,56.0,16.0,23.0,27.75,303.44,0.9568227508,15.0,1693647,698.85,0.568065,-0.822984,0
2018,15,595,Ernakulam,Kerala,9.98408,76.2741457,37,0.0,0,14.0,56.0,16.0,27.25,303.78400000000005,0.2008377022,24.0,1693647,698.85,0.970942,-0.239316,0
2018,21,595,Ernakulam,Kerala,9.98408,76.2741457,39,0.0,1,37.0,14.0,56.0,30.75,,0.8807866026,10.0,1693647,698.85,0.568065,-0.822984,0
2019,18,595,Ernakulam,Kerala,9.98408,76.2741457,30,0.0,0,39.0,37.0,14.0,36.5,303.46,0.3952323391,,1693647,698.85,0.822984,-0.568065,0
2019,21,595,Ernakulam,Kerala,9.98408,76.2741457,36,0.0,0,30.0,39.0,37.0,30.0,303.21,0.4539858576,20.0,1693647,698.85,0.568065,-0.822984,0
2019,25,595,Ernakulam,Kerala,9.98408,76.2741457,24,0.0,0,36.0,30.0,39.0,35.5,302.1,1.353752104,13.0,1693647,698.85,0.120537,-0.992709,1
2019,34,595,Ernakulam,Kerala,9.98408,76.2741457,15,0.0,0,24.0,36.0,30.0,32.25,298.74,1.541419047,6.0,1693647,698.85,-0.822984,-0.568065,1
2019,42,595,Ernakulam,Kerala,9.98408,76.2741457,36,0.0,0,15.0,24.0,36.0,26.25,302.855,0.6994130118,31.0,1693647,698.85,-0.935016,0.354605,0
2019,44,595,Ernakulam,Kerala,9.98408,76.2741457,17,0.0,0,36.0,15.0,24.0,27.75,303.4133334,0.8733692722,36.0,1693647,698.85,-0.822984,0.568065,0
2020,14,595,Ernakulam,Kerala,9.98408,76.2741457,17,0.0,0,17.0,36.0,15.0,23.0,305.22,0.03963364102,29.0,1693647,698.85,0.992709,-0.120537,0
2020,16,595,Ernakulam,Kerala,9.98408,76.2741457,43,0.0,1,17.0,17.0,36.0,21.25,304.884,0.2505937443,,1693647,698.85,0.935016,-0.354605,0
2020,22,595,Ernakulam,Kerala,9.98408,76.2741457,20,0.0,0,43.0,17.0,17.0,28.25,301.58,0.5217521455,25.0,1693647,698.85,0.464723,-0.885456,1
2021,18,595,Ernakulam,Kerala,9.98408,76.2741457,24,1.0,0,20.0,43.0,17.0,24.25,304.5,0.6079043601,28.0,1693647,698.85,0.822984,-0.568065,0
2022,13,595,Ernakulam,Kerala,9.98408,76.2741457,16,0.0,0,24.0,20.0,43.0,26.0,303.396,0.2976702684,30.0,1693647,698.85,1.0,-0.0,0
2022,16,595,Ernakulam,Kerala,9.98408,76.2741457,69,0.0,1,16.0,24.0,20.0,25.75,302.5733334,0.3389977729,26.0,1693647,698.85,0.935016,-0.354605,0
2010,19,596,Idukki,Kerala,9.8497872,76.9797914,10,0.0,0,,,,,300.36,0.7124163658,36.0,299222,59.53,0.748511,-0.663123,0
2013,8,596,Idukki,Kerala,9.8497872,76.9797914,27,0.0,0,10.0,,,10.0,302.504,0.4091474477,48.0,299222,59.53,0.822984,0.568065,0
2013,9,596,Idukki,Kerala,9.8497872,76.9797914,11,0.0,0,27.0,10.0,,18.5,306.37,0.00692104047,46.0,299222,59.53,0.885456,0.464723,0
2013,11,596,Idukki,Kerala,9.8497872,76.9797914,22,0.0,0,11.0,27.0,10.0,16.0,303.584,0.3592791142,49.0,299222,59.53,0.970942,0.239316,0
2013,14,596,Idukki,Kerala,9.8497872,76.9797914,15,0.0,0,22.0,11.0,27.0,17.5,302.49333340000004,0.1608826753,,299222,59.53,0.992709,-0.120537,0
2015,14,596,Idukki,Kerala,9.8497872,76.9797914,16,0.0,0,15.0,22.0,11.0,18.75,303.79,0.3146914144,42.0,299222,59.53,0.992709,-0.120537,0
2015,20,596,Idukki,Kerala,9.8497872,76.9797914,11,0.0,0,16.0,15.0,22.0,16.0,,1.219305999,,299222,59.53,0.663123,-0.748511,0
2016,6,596,Idukki,Kerala,9.8497872,76.9797914,14,0.0,0,11.0,16.0,15.0,16.0,301.36,0.1501876818,50.0,299222,59.53,0.663123,0.748511,0
2016,20,596,Idukki,Kerala,9.8497872,76.9797914,29,0.0,1,14.0,11.0,16.0,14.0,300.26,0.9974525153,34.0,299222,59.53,0.663123,-0.748511,0
2019,20,596,Idukki,Kerala,9.8497872,76.9797914,15,0.0,0,29.0,14.0,11.0,17.5,300.43,1.130569641,38.0,299222,59.53,0.663123,-0.748511,0
2010,14,597,Kottayam,Kerala,9.6287383,76.64553257,197,6.0,1,,,,,304.4866666,0.6537017864,32.0,4411094,1985.69,0.992709,-0.120537,0
2010,17,597,Kottayam,Kerala,9.6287383,76.64553257,26,0.0,0,197.0,,,197.0,303.7,0.5871746265,34.0,4411094,1985.69,0.885456,-0.464723,0
2010,18,597,Kottayam,Kerala,9.6287383,76.64553257,8,0.0,0,26.0,197.0,,111.5,306.156,0.5751514704,32.0,4411094,1985.69,0.822984,-0.568065,0
2011,18,597,Kottayam,Kerala,9.6287383,76.64553257,3,0.0,0,8.0,26.0,197.0,77.0,300.3666666,0.8308098035,15.0,4411094,1985.69,0.822984,-0.568065,0
2011,25,597,Kottayam,Kerala,9.6287383,76.64553257,3,0.0,0,3.0,8.0,26.0,58.5,299.57,0.4907402117,,4411094,1985.69,0.120537,-0.992709,1
2014,12,597,Kottayam,Kerala,9.6287383,76.64553257,13,0.0,0,3.0,3.0,8.0,10.0,308.156,0.004219194732,30.0,4411094,1985.69,0.992709,0.120537,0
2015,13,597,Kottayam,Kerala,9.6287383,76.64553257,47,0.0,0,13.0,3.0,3.0,6.75,304.24,0.02981573457,34.0,4411094,1985.69,1.0,-0.0,0
2021,10,597,Kottayam,Kerala,9.6287383,76.64553257,19,0.0,0,47.0,13.0,3.0,16.5,306.34000000000003,0.04293383034,35.0,4411094,1985.69,0.935016,0.354605,0
2013,14,598,Alappuzha,Kerala,9.5006651,76.41241429,16,0.0,1,,,,,303.8466666,0.0834816022,21.0,4831306,3381.92,0.992709,-0.120537,0
2016,15,598,Alappuzha,Kerala,9.5006651,76.41241429,10,0.0,0,16.0,,,16.0,302.692,0.1614527834,25.0,4831306,3381.92,0.970942,-0.239316,0
2016,49,598,Alappuzha,Kerala,9.5006651,76.41241429,12,0.0,0,10.0,16.0,,13.0,302.2,0.3212249717,34.0,4831306,3381.92,-0.354605,0.935016,0
2017,22,598,Alappuzha,Kerala,9.5006651,76.41241429,8,0.0,0,12.0,10.0,16.0,12.67,304.16,1.965705483,,4831306,3381.92,0.464723,-0.885456,1
2022,20,598,Alappuzha,Kerala,9.5006651,76.41241429,7,0.0,0,8.0,12.0,10.0,11.5,,1.823726827,,4831306,3381.92,0.663123,-0.748511,0
2010,22,599,Pathanamthitta,Kerala,9.2780841,76.9737443,7,0.0,0,,,,,305.88,0.5190299173,26.0,2256780,849.89,0.464723,-0.885456,1
2012,19,599,Pathanamthitta,Kerala,9.2780841,76.9737443,10,1.0,0,7.0,,,7.0,302.672,0.7194546851,35.0,2256780,849.89,0.748511,-0.663123,0
2012,23,599,Pathanamthitta,Kerala,9.2780841,76.9737443,10,1.0,0,10.0,7.0,,8.5,305.34000000000003,0.5750328376,26.0,2256780,849.89,0.354605,-0.935016,1
2015,17,599,Pathanamthitta,Kerala,9.2780841,76.9737443,10,0.0,0,10.0,10.0,7.0,9.0,302.505,0.4929908649,33.0,2256780,849.89,0.885456,-0.464723,0
2016,14,599,Pathanamthitta,Kerala,9.2780841,76.9737443,15,0.0,0,10.0,10.0,10.0,9.25,304.696,1.006062247,34.0,2256780,849.89,0.992709,-0.120537,0
2016,17,599,Pathanamthitta,Kerala,9.2780841,76.9737443,13,0.0,0,15.0,10.0,10.0,11.25,303.54400000000004,0.2600934508,37.0,2256780,849.89,0.885456,-0.464723,0
2016,22,599,Pathanamthitta,Kerala,9.2780841,76.9737443,15,1.0,0,13.0,15.0,10.0,12.0,306.2066666,0.6815547546,,2256780,849.89,0.464723,-0.885456,1
2018,19,599,Pathanamthitta,Kerala,9.2780841,76.9737443,38,0.0,1,15.0,13.0,15.0,13.25,300.22,0.9166189303,26.0,2256780,849.89,0.748511,-0.663123,0
2020,14,599,Pathanamthitta,Kerala,9.2780841,76.9737443,18,0.0,0,38.0,15.0,13.0,20.25,306.66400000000004,0.05433800572,37.0,2256780,849.89,0.992709,-0.120537,0
2012,24,600,Kollam,Kerala,8.8879509,76.5955013,26,2.0,0,,,,,300.92,0.4308742201,13.0,5940298,2378.12,0.239316,-0.970942,1
2013,9,600,Kollam,Kerala,8.8879509,76.5955013,20,0.0,0,26.0,,,26.0,304.73,0.01439876941,33.0,5940298,2378.12,0.885456,0.464723,0
2013,24,600,Kollam,Kerala,8.8879509,76.5955013,15,0.0,0,20.0,26.0,,23.0,,1.473708033,8.0,5940298,2378.12,0.239316,-0.970942,1
2016,18,600,Kollam,Kerala,8.8879509,76.5955013,24,0.0,0,15.0,20.0,26.0,20.33,303.94500000000005,0.1499878501,20.0,5940298,2378.12,0.822984,-0.568065,0
2016,23,600,Kollam,Kerala,8.8879509,76.5955013,119,0.0,1,24.0,15.0,20.0,21.25,302.36,1.492939397,,5940298,2378.12,0.354605,-0.935016,1
2017,14,600,Kollam,Kerala,8.8879509,76.5955013,30,0.0,0,119.0,24.0,15.0,44.5,302.704,0.2980428675,,5940298,2378.12,0.992709,-0.120537,0
2017,18,600,Kollam,Kerala,8.8879509,76.5955013,72,0.0,0,30.0,119.0,24.0,47.0,304.174,0.24545872045,23.0,5940298,2378.12,0.822984,-0.568065,0
2020,19,600,Kollam,Kerala,8.8879509,76.5955013,13,1.0,0,72.0,30.0,119.0,61.25,303.7,0.511848352,18.0,5940298,2378.12,0.748511,-0.663123,0
2021,23,600,Kollam,Kerala,8.8879509,76.5955013,22,0.0,0,13.0,72.0,30.0,58.5,299.96,1.052681601,21.0,5940298,2378.12,0.354605,-0.935016,1
2011,7,601,Thiruvananthapuram,Kerala,8.4882267,76.947551,25,0.0,0,,,,,301.996,0.005482273612,,3649909,1668.17,0.748511,0.663123,0
2011,52,601,Thiruvananthapuram,Kerala,8.4882267,76.947551,178,0.0,1,25.0,,,25.0,301.46500000000003,0.01756768168,,3649909,1668.17,0.0,1.0,0
2016,44,601,Thiruvananthapuram,Kerala,8.4882267,76.947551,7,0.0,0,178.0,25.0,,101.5,301.95,0.8412459293,39.0,3649909,1668.17,-0.822984,0.568065,0
2022,8,601,Thiruvananthapuram,Kerala,8.4882267,76.947551,9,0.0,0,7.0,178.0,25.0,70.0,301.496,0.09370353234,46.0,3649909,1668.17,0.822984,0.568065,0
2022,11,601,Thiruvananthapuram,Kerala,8.4882267,76.947551,8,0.0,0,9.0,7.0,178.0,54.75,305.112,0.07619242379,38.0,3649909,1668.17,0.970942,0.239316,0
2022,19,601,Thiruvananthapuram,Kerala,8.4882267,76.947551,7,0.0,0,8.0,9.0,7.0,50.5,302.87,0.3247661756,12.0,3649909,1668.17,0.748511,-0.663123,0
2016,29,602,Thiruvallur,Tamil Nadu,13.13014755,79.92435386,32,0.0,0,,,,,,0.6003986335,11.0,1583486,486.31,-0.354605,-0.935016,1
2017,33,602,Thiruvallur,Tamil Nadu,13.13014755,79.92435386,20,0.0,0,32.0,,,32.0,306.34000000000003,0.4863094222,6.0,1583486,486.31,-0.748511,-0.663123,1
2017,38,602,Thiruvallur,Tamil Nadu,13.13014755,79.92435386,36,0.0,0,20.0,32.0,,26.0,302.5,0.3660471481,10.0,1583486,486.31,-0.992709,-0.120537,1
2017,40,602,Thiruvallur,Tamil Nadu,13.1394221,79.9070839,47,0.0,1,36.0,20.0,32.0,29.33,308.01,0.7070288885,,1583486,486.31,-0.992709,0.120537,0
2018,7,602,Thiruvallur,Tamil Nadu,13.1394221,79.9070839,17,0.0,0,47.0,36.0,20.0,33.75,305.68,0.004817441641,9.0,1583486,486.31,0.748511,0.663123,0
2011,39,604,Kancheepuram,Tamil Nadu,12.87960515,79.70427615,7,0.0,0,,,,,306.436,0.04191558474,13.0,2210456,478.24,-1.0,-0.0,1
2011,41,604,Kancheepuram,Tamil Nadu,12.87960515,79.70427615,49,0.0,1,7.0,,,7.0,305.18,0.3389645511,14.0,2210456,478.24,-0.970942,0.239316,0
2014,35,604,Kancheepuram,Tamil Nadu,12.87960515,79.70427615,42,0.0,0,49.0,7.0,,28.0,,0.1573792313,6.0,2210456,478.24,-0.885456,-0.464723,1
2014,40,604,Kancheepuram,Tamil Nadu,12.87960515,79.70427615,31,0.0,0,42.0,49.0,7.0,32.67,303.54,0.1684029954,14.0,2210456,478.24,-0.992709,0.120537,0
2014,41,604,Kancheepuram,Tamil Nadu,12.87960515,79.70427615,16,0.0,0,31.0,42.0,49.0,32.25,304.685,0.736985229,12.0,2210456,478.24,-0.970942,0.239316,0
2015,27,604,Kancheepuram,Tamil Nadu,12.87960515,79.70427615,9,0.0,0,16.0,31.0,42.0,34.5,309.11333340000004,0.03157146974,10.0,2210456,478.24,-0.120537,-0.992709,1
2015,33,604,Kancheepuram,Tamil Nadu,12.87960515,79.70427615,33,1.0,0,9.0,16.0,31.0,24.5,306.68,0.1904723822,9.0,2210456,478.24,-0.748511,-0.663123,1
2015,37,604,Kancheepuram,Tamil Nadu,12.87960515,79.70427615,17,0.0,0,33.0,9.0,16.0,22.25,308.5,0.7056521456,10.0,2210456,478.24,-0.970942,-0.239316,1
2016,34,604,Kancheepuram,Tamil Nadu,12.87960515,79.70427615,38,0.0,0,17.0,33.0,9.0,18.75,307.25,0.001497096309,9.0,2210456,478.24,-0.822984,-0.568065,1
2014,36,605,Vellore,Tamil Nadu,12.7948109,79.0006411,21,0.0,1,,,,,309.02,0.292709877,,4355784,717.29,-0.935016,-0.354605,1
2015,34,605,Vellore,Andhra Pradesh,13.4923257,79.202539,13,0.0,0,21.0,,,21.0,308.5733334,0.217519348,,4355784,717.29,-0.822984,-0.568065,1
2010,29,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,9,0.0,0,,,,,303.1,0.3318388059,8.0,1880176,303.89,-0.354605,-0.935016,1
2010,30,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,20,0.0,0,9.0,,,9.0,306.62,0.01032483905,,1880176,303.89,-0.464723,-0.885456,1
2012,39,606,Tiruvannamalai,Tamil Nadu,9.539867,77.6197904,32,0.0,0,20.0,9.0,,14.5,312.81,0.0590562396,6.0,1880176,303.89,-1.0,-0.0,1
2012,41,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,35,0.0,0,32.0,20.0,9.0,20.33,307.01,0.5108825033,15.0,1880176,303.89,-0.970942,0.239316,0
2014,28,606,Tiruvannamalai,Tamil Nadu,9.539867,77.6197904,12,0.0,0,35.0,32.0,20.0,24.0,312.5133334,0.04375064205,4.0,1880176,303.89,-0.239316,-0.970942,1
2014,36,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,13,0.0,0,12.0,35.0,32.0,24.75,311.05,0.3490585958,,1880176,303.89,-0.935016,-0.354605,1
2015,27,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,8,0.0,0,13.0,12.0,35.0,23.0,308.36,0.04923516381,11.0,1880176,303.89,-0.120537,-0.992709,1
2015,28,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,118,0.0,1,8.0,13.0,12.0,17.0,309.54,0.04927887127,10.0,1880176,303.89,-0.239316,-0.970942,1
2015,35,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,12,0.0,0,118.0,8.0,13.0,37.75,306.82,0.2000845659,15.0,1880176,303.89,-0.885456,-0.464723,1
2015,37,606,Tiruvannamalai,Tamil Nadu,9.539867,77.6197904,28,0.0,0,12.0,118.0,8.0,37.75,304.40000000000003,0.2862972577,7.0,1880176,303.89,-0.970942,-0.239316,1
2015,41,606,Tiruvannamalai,Tamil Nadu,9.539867,77.6197904,9,0.0,0,28.0,12.0,118.0,41.5,311.2466666,0.1810904139,,1880176,303.89,-0.970942,0.239316,0
2015,49,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,14,0.0,0,9.0,28.0,12.0,41.75,300.985,0.2661851655,12.0,1880176,303.89,-0.354605,0.935016,0
2017,1,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,21,0.0,0,14.0,9.0,28.0,15.75,305.58,0.001709245432,8.0,1880176,303.89,0.120537,0.992709,0
2017,12,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,35,0.0,0,21.0,14.0,9.0,18.0,311.49333340000004,0.04302942016,7.0,1880176,303.89,0.992709,0.120537,0
2017,24,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,13,0.0,0,35.0,21.0,14.0,19.75,,0.07761097603,7.0,1880176,303.89,0.239316,-0.970942,1
2017,25,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,26,0.0,0,13.0,35.0,21.0,20.75,313.32,0.2974605853,8.0,1880176,303.89,0.120537,-0.992709,1
2019,38,606,Tiruvannamalai,Tamil Nadu,12.22721295,79.07015555,22,0.0,0,26.0,13.0,35.0,23.75,305.37,0.4951226494,,1880176,303.89,-0.992709,-0.120537,1
2010,32,607,Viluppuram,Tamil Nadu,11.9415377,79.4861469,158,0.0,1,,,,,306.365,0.2432323647,11.0,4272016,594.37,-0.663123,-0.748511,1
2010,43,607,Viluppuram,Tamil Nadu,11.9415377,79.4861469,68,0.0,0,158.0,,,158.0,306.4733334,0.1745568604,8.0,4272016,594.37,-0.885456,0.464723,0
