censuscode,iso_year,iso_week,ner_symptoms,ner_diseases,ner_pathogens,ner_travel,ner_total_notes
567,2015,25,5,4,0,2,3
567,2016,5,2,2,0,0,1
567,2016,34,1,1,0,0,1
567,2016,42,2,1,0,1,1
567,2016,43,2,1,0,0,1
567,2016,45,6,4,1,3,3
567,2017,15,2,1,0,1,1
567,2017,16,7,2,0,3,3
567,2017,17,1,1,0,0,1
567,2017,21,4,2,1,1,2
567,2017,23,1,1,0,1,1
567,2017,24,1,2,0,1,1
567,2017,25,1,1,0,1,1
567,2017,26,1,2,0,1,1
567,2017,39,1,1,0,1,1
567,2017,45,1,1,0,1,1
567,2017,46,2,1,0,1,1
567,2018,27,2,1,0,1,1
567,2018,28,2,3,0,1,2
567,2019,25,1,1,0,0,1
567,2019,26,2,2,0,1,1
567,2019,27,2,2,0,0,2
567,2019,35,5,3,0,1,3
567,2021,41,1,1,0,0,1
567,2022,28,3,2,0,0,2
568,2010,41,2,1,0,0,1
568,2010,47,3,1,0,0,1
568,2010,49,2,2,0,1,1
568,2010,50,1,1,0,1,1
568,2010,51,1,2,0,1,1
568,2011,30,1,1,0,1,1
568,2011,31,6,4,0,1,4
568,2012,30,3,2,0,1,2
568,2012,43,2,2,0,1,1
568,2013,17,1,1,0,1,1
568,2013,18,2,1,0,1,1
568,2013,21,3,1,0,0,1
568,2013,39,3,4,0,3,3
568,2014,20,1,2,0,1,1
568,2015,17,2,1,0,0,1
568,2015,18,1,1,0,1,1
568,2015,19,2,1,0,1,1
568,2015,20,2,1,0,0,1
568,2015,21,11,5,1,2,5
568,2015,30,4,2,0,2,2
568,2016,39,1,1,0,0,1
568,2017,21,2,1,0,1,1
568,2017,31,5,3,0,3,3
568,2017,33,8,5,0,3,5
568,2017,37,12,1,0,1,4
568,2019,24,2,4,0,2,2
568,2019,33,4,2,0,1,2
568,2019,39,2,1,0,0,1
568,2021,12,1,1,0,0,1
568,2022,4,1,1,0,0,1
569,2009,31,2,1,0,1,1
569,2009,37,2,2,0,1,2
569,2009,39,2,2,0,1,2
569,2010,30,4,3,0,2,2
569,2010,52,2,1,0,0,1
569,2012,6,1,1,0,1,1
569,2012,39,2,1,0,0,1
569,2014,24,2,3,0,1,2
569,2014,30,3,4,0,1,3
569,2014,39,9,6,0,3,5
569,2015,20,2,1,0,1,1
569,2015,23,1,1,0,1,1
569,2016,6,1,1,0,0,1
569,2016,10,10,3,0,1,5
569,2016,17,2,2,0,1,1
569,2016,21,11,5,0,3,5
569,2016,22,6,4,1,2,4
569,2016,28,5,4,0,1,3
569,2016,31,2,1,0,0,1
569,2016,32,10,4,4,2,5
569,2016,40,3,2,0,2,2
569,2016,48,9,7,0,4,5
569,2017,7,2,2,0,1,1
569,2017,20,2,1,0,1,1
569,2017,22,7,3,0,2,4
569,2019,3,1,1,0,0,1
569,2019,4,3,1,0,1,1
569,2019,7,8,4,0,3,5
569,2019,24,2,1,0,0,1
569,2020,18,1,1,0,1,1
569,2022,17,1,2,0,1,1
569,2022,20,7,5,2,3,4
569,2022,33,3,2,0,1,2
570,2014,11,1,1,0,1,1
570,2014,46,1,1,0,1,1
570,2014,49,1,1,0,0,1
570,2015,25,5,4,0,0,4
570,2018,21,2,1,0,0,1
570,2018,25,1,1,1,0,1
570,2018,40,7,5,0,1,5
570,2018,43,1,1,0,0,1
570,2019,5,1,1,0,1,1
570,2019,14,1,1,0,0,1
570,2019,17,1,2,0,1,1
570,2019,18,1,0,0,0,1
570,2019,20,2,1,0,1,1
570,2019,38,4,3,0,1,2
570,2020,21,1,1,0,0,1
570,2021,42,3,1,0,1,1
571,2009,29,1,1,0,1,1
571,2010,5,1,1,0,1,1
571,2010,28,5,4,0,2,4
571,2010,31,2,2,0,1,1
571,2012,11,2,2,0,1,1
571,2012,15,5,2,1,2,2
571,2012,21,2,1,0,1,1
571,2012,23,10,4,0,3,5
571,2012,27,1,1,0,0,1
571,2012,28,1,2,0,1,1
571,2012,35,6,4,0,2,4
571,2012,40,3,2,0,1,2
571,2012,47,2,1,0,1,1
571,2013,28,3,1,0,0,1
571,2014,24,3,1,0,1,1
571,2014,27,4,2,0,1,2
571,2014,28,1,1,0,0,1
571,2014,29,8,4,2,2,5
571,2014,31,8,6,1,4,5
571,2014,36,13,3,0,3,5
571,2014,39,2,3,0,1,2
571,2014,44,2,1,0,1,1
571,2015,2,2,1,0,1,1
571,2015,3,1,1,0,0,1
571,2015,5,13,3,0,2,5
571,2015,20,1,1,0,1,1
571,2015,21,6,2,0,2,3
571,2015,22,1,1,0,1,1
571,2015,30,2,1,0,1,1
571,2015,33,2,1,0,0,1
571,2015,34,6,5,0,3,4
571,2015,37,1,1,0,1,1
571,2015,38,6,4,0,3,3
571,2015,39,5,3,0,2,3
571,2015,40,2,1,0,1,1
571,2015,41,1,1,0,1,1
571,2016,10,1,2,0,1,1
571,2016,20,2,1,0,1,1
571,2016,21,2,2,0,0,1
571,2016,24,4,1,0,1,2
571,2016,25,4,2,0,0,2
571,2016,27,2,1,0,0,1
571,2016,28,1,0,1,0,1
571,2016,33,6,5,0,4,4
571,2016,34,2,1,0,0,1
571,2016,37,8,5,2,2,4
571,2016,40,2,2,0,0,1
571,2016,41,2,2,0,1,2
571,2016,42,7,2,0,1,3
571,2017,17,6,5,1,1,4
571,2017,20,1,1,0,1,1
571,2017,23,2,1,0,0,1
571,2017,24,2,2,1,1,1
571,2017,25,4,3,0,2,2
571,2017,29,2,2,0,0,2
571,2017,30,4,3,0,2,2
571,2017,32,5,5,0,3,4
571,2017,33,7,4,0,3,3
571,2017,34,5,2,2,2,3
571,2017,35,3,1,0,1,1
571,2017,36,10,6,2,4,5
571,2017,38,3,3,0,2,2
571,2017,40,7,5,0,2,3
571,2018,21,2,1,0,0,1
571,2018,26,3,2,0,1,2
571,2018,35,6,5,0,4,4
571,2019,29,8,5,0,2,5
571,2019,31,2,3,0,2,2
571,2019,32,9,2,0,3,4
571,2019,39,6,6,0,3,4
571,2019,40,2,1,0,0,1
571,2019,42,3,3,0,2,2
571,2019,43,3,2,0,1,2
571,2019,45,2,1,0,1,1
571,2019,47,4,3,0,1,2
571,2019,52,2,1,0,1,1
571,2020,1,1,2,0,1,1
571,2020,2,2,1,0,0,1
571,2020,37,1,1,0,1,1
571,2020,46,2,1,0,0,1
571,2020,52,2,1,0,1,1
572,2010,16,2,1,0,0,1
572,2010,30,8,6,0,2,5
572,2011,8,2,1,0,0,1
572,2011,12,3,4,2,1,3
572,2011,35,2,3,0,1,2
572,2012,4,1,1,0,0,1
572,2013,39,6,4,0,2,3
572,2014,7,2,1,0,1,1
572,2014,27,4,2,0,2,2
572,2015,15,2,1,0,1,1
572,2015,38,2,1,0,1,1
572,2015,42,2,1,0,1,1
572,2017,26,1,1,0,1,1
572,2017,51,1,1,0,0,1
572,2018,22,2,1,0,0,1
572,2018,33,3,3,0,1,2
572,2019,11,1,1,0,0,1
572,2019,23,2,1,0,0,1
572,2019,24,6,4,0,3,3
572,2019,25,1,1,0,1,1
572,2019,27,4,3,1,2,3
572,2020,26,8,5,0,4,5
572,2021,2,1,1,0,1,1
573,2009,33,1,1,0,1,1
573,2010,9,1,1,0,0,1
573,2014,10,2,1,0,1,1
573,2014,31,2,2,0,0,2
573,2016,16,1,1,0,0,1
573,2016,29,5,5,0,3,4
573,2016,30,2,1,0,0,1
573,2016,31,7,4,0,3,4
573,2016,32,1,2,0,1,1
573,2016,33,3,3,1,2,2
573,2016,50,1,1,0,0,1
573,2016,52,2,2,0,1,1
573,2017,2,8,4,0,2,4
573,2017,17,7,7,1,4,4
573,2017,18,11,3,2,3,5
573,2017,21,1,1,0,1,1
573,2017,22,2,2,0,0,1
573,2017,24,7,3,3,3,3
573,2017,33,1,1,0,1,1
573,2017,34,2,1,0,1,1
573,2017,35,2,1,0,0,1
573,2017,37,4,2,1,0,2
573,2019,26,1,1,0,1,1
573,2019,27,1,1,0,1,1
573,2019,28,1,2,0,1,1
573,2019,29,2,1,0,1,1
573,2019,30,4,3,1,2,3
573,2021,15,2,2,0,1,1
573,2021,17,1,1,0,0,1
573,2022,28,4,2,0,1,2
574,2009,24,3,2,0,1,2
574,2010,6,2,2,0,1,1
574,2010,26,1,1,0,1,1
574,2010,27,5,4,0,2,3
574,2010,28,6,7,0,2,5
574,2010,29,2,2,0,1,1
574,2010,30,8,3,3,3,5
574,2011,33,9,6,0,2,5
574,2011,52,2,1,0,0,1
574,2012,27,1,1,0,1,1
574,2013,24,2,1,0,1,1
574,2013,41,9,5,0,4,5
574,2014,12,1,1,0,0,1
574,2014,25,2,2,0,1,2
574,2014,39,2,1,0,1,1
574,2014,41,2,1,0,1,1
574,2016,18,2,1,0,1,1
574,2016,20,7,2,0,2,3
574,2016,27,2,2,0,2,2
574,2016,33,2,3,0,1,2
574,2016,34,4,4,0,2,3
574,2016,42,4,2,0,1,2
574,2017,2,2,1,0,0,1
574,2017,24,2,1,0,0,1
574,2017,26,3,3,1,3,3
574,2017,50,1,1,0,1,1
574,2018,8,2,1,0,1,1
574,2018,38,6,4,0,2,4
574,2019,21,2,2,0,1,1
574,2019,22,2,1,0,1,1
574,2019,25,1,1,0,1,1
574,2019,40,8,6,0,2,5
574,2020,12,2,1,0,0,1
574,2022,2,1,1,0,1,1
574,2022,10,2,1,0,1,1
575,2009,22,2,2,0,1,1
575,2010,10,2,1,0,1,1
575,2010,52,1,1,0,0,1
575,2011,25,8,6,0,3,5
575,2011,27,5,5,0,2,3
575,2011,28,1,1,1,0,1
575,2012,37,1,1,0,0,1
575,2013,27,3,2,0,1,2
575,2015,21,1,2,0,0,1
575,2015,32,1,1,0,0,1
575,2016,36,3,2,0,0,2
575,2016,42,1,2,0,0,1
575,2018,8,2,1,0,0,1
575,2018,28,3,2,0,1,2
575,2019,19,2,1,0,0,1
575,2019,23,9,4,0,3,5
575,2019,33,2,1,0,0,1
575,2019,40,9,7,0,3,5
575,2019,52,1,1,0,0,1
575,2020,2,1,2,0,1,1
575,2020,32,9,5,0,3,5
575,2020,33,2,3,0,1,2
575,2020,38,4,3,0,1,3
575,2022,28,2,1,0,0,1
577,2011,11,2,1,0,0,1
577,2011,39,1,2,0,0,1
577,2012,25,7,6,0,3,5
577,2012,35,2,2,0,1,1
577,2012,43,1,2,0,1,1
577,2013,15,2,1,0,1,1
577,2013,16,1,1,0,1,1
577,2013,20,4,2,0,1,3
577,2013,21,1,2,0,1,1
577,2013,22,6,4,1,3,4
577,2013,23,2,1,0,1,1
577,2013,24,1,1,0,0,1
577,2013,25,10,2,3,5,5
577,2013,26,1,1,0,0,1
577,2013,30,1,1,0,1,1
577,2013,31,6,4,0,1,3
577,2013,33,3,2,0,2,2
577,2013,34,2,1,0,1,2
577,2016,32,3,2,0,2,2
577,2016,48,2,1,0,1,1
577,2018,5,2,2,0,1,1
577,2020,37,1,1,0,0,1
577,2021,34,2,2,0,2,2
577,2021,35,4,3,0,2,2
577,2021,36,7,6,0,3,4
577,2021,37,1,1,0,0,1
577,2021,38,10,4,0,3,5
578,2009,42,4,2,0,1,2
578,2009,52,1,2,0,1,1
578,2012,26,4,4,0,2,3
578,2012,38,2,2,0,1,2
578,2013,8,1,1,0,1,1
578,2013,11,2,1,0,0,1
578,2013,12,4,2,0,1,2
578,2013,26,4,2,0,1,2
578,2013,27,9,6,0,1,5
578,2013,30,2,2,0,1,1
578,2013,41,2,1,0,0,1
578,2013,42,3,2,0,1,2
578,2014,16,2,2,0,0,1
578,2014,37,7,4,0,3,4
578,2015,49,1,1,0,1,1
578,2016,4,2,1,0,1,1
578,2017,20,1,1,0,1,1
578,2018,36,3,3,0,1,2
578,2018,37,6,5,0,2,5
578,2018,38,3,2,0,1,2
578,2018,39,2,2,1,1,1
578,2019,50,1,1,0,1,1
578,2022,40,3,2,0,2,2
579,2009,40,4,3,0,3,3
579,2009,42,2,2,0,1,1
579,2010,3,2,2,0,1,1
579,2010,28,9,7,0,3,5
579,2010,30,4,3,0,1,3
579,2010,31,6,4,2,3,5
579,2010,46,1,1,0,1,1
579,2011,48,1,2,0,1,1
579,2012,36,2,1,0,1,1
579,2012,39,7,4,0,3,4
579,2012,40,9,3,1,5,5
579,2012,48,2,1,0,1,1
579,2012,49,1,1,0,0,1
579,2013,1,5,1,1,1,2
579,2014,42,3,2,0,1,2
579,2015,14,1,2,0,1,1
579,2016,4,2,2,0,1,1
579,2017,22,1,1,0,0,1
579,2017,23,2,1,0,1,1
579,2017,24,8,3,0,4,4
579,2017,26,2,1,0,1,1
579,2017,28,2,1,0,1,1
579,2017,29,0,1,1,1,1
579,2018,41,4,3,0,0,3
579,2020,29,2,1,0,1,1
579,2021,6,2,2,0,1,1
579,2022,16,1,1,0,1,1
581,2009,4,1,1,0,0,1
581,2009,15,1,2,0,1,1
581,2009,36,1,1,0,1,1
581,2010,14,1,2,0,0,1
581,2010,17,2,1,0,1,1
581,2010,35,3,3,0,2,2
581,2011,49,1,1,0,0,1
581,2012,20,1,1,0,1,1
581,2012,21,4,3,0,2,3
581,2012,43,1,1,0,0,1
581,2012,45,1,2,0,1,1
581,2012,47,11,3,0,4,5
581,2013,19,2,0,0,0,2
581,2013,21,6,2,1,1,2
581,2013,24,4,3,0,2,3
581,2013,25,2,1,0,1,1
581,2013,26,1,0,0,1,1
581,2013,29,3,4,0,2,2
581,2013,30,1,1,0,1,1
581,2013,32,8,2,2,2,4
581,2013,34,4,2,0,2,2
581,2013,35,2,2,0,1,1
581,2013,36,6,2,2,2,3
581,2014,22,10,5,1,1,5
581,2014,31,1,2,0,1,1
581,2014,32,5,4,0,3,3
581,2014,34,7,2,0,2,3
581,2014,35,2,2,0,1,2
581,2014,36,7,2,1,3,3
581,2014,38,2,1,0,0,1
581,2014,40,3,2,0,0,2
581,2014,42,7,3,0,1,3
581,2014,48,1,2,0,1,1
581,2014,49,2,1,0,0,1
581,2014,50,9,6,0,3,5
581,2015,17,3,2,0,1,1
581,2015,21,6,1,2,2,3
581,2015,24,10,4,1,4,5
581,2015,25,7,6,0,2,4
581,2015,26,3,3,0,0,2
581,2015,29,5,4,1,2,3
581,2015,34,2,1,0,0,1
581,2016,33,2,1,0,0,1
581,2016,34,1,1,0,1,1
581,2016,35,1,1,0,1,1
581,2016,36,9,4,0,3,4
581,2017,3,2,1,0,1,1
581,2017,6,5,4,1,3,4
581,2017,24,1,1,0,1,1
581,2018,7,1,1,0,1,1
581,2019,6,1,1,0,1,1
581,2020,36,3,3,0,1,2
582,2009,4,1,1,0,1,1
582,2011,33,3,2,0,1,2
582,2013,31,4,2,0,1,2
582,2013,32,1,1,0,1,1
582,2013,33,12,4,2,2,5
582,2014,23,2,1,0,0,1
582,2014,25,2,2,0,1,1
582,2014,27,6,2,1,2,3
582,2015,14,2,1,0,1,1
582,2015,17,1,1,0,0,1
582,2015,18,4,1,0,1,2
582,2015,29,2,1,0,0,1
582,2016,32,2,1,0,0,1
582,2016,33,9,6,0,2,5
582,2016,34,2,1,0,1,1
582,2016,35,8,2,0,1,4
582,2017,21,1,1,0,0,1
582,2017,23,1,1,0,1,1
582,2017,24,7,3,0,1,4
582,2017,25,4,2,0,2,2
582,2017,26,8,6,0,2,4
582,2017,27,4,2,0,1,3
582,2017,28,2,1,0,0,1
582,2017,37,2,1,0,1,1
582,2019,25,5,2,0,2,2
582,2019,26,4,2,0,0,2
582,2019,27,7,5,0,0,5
582,2019,28,1,1,0,1,1
582,2019,29,2,2,0,1,1
582,2019,31,2,1,0,1,1
582,2019,33,1,2,0,1,1
582,2019,37,3,3,0,2,3
582,2019,39,6,5,0,1,5
582,2019,40,5,6,0,4,4
582,2019,41,5,2,0,1,2
582,2019,47,3,1,0,1,1
582,2021,42,2,3,0,2,2
582,2022,16,2,1,0,1,1
582,2022,20,2,2,0,1,1
582,2022,23,5,0,0,1,2
582,2022,36,3,3,0,1,2
583,2009,17,2,1,0,1,1
583,2010,8,1,1,0,0,1
583,2010,12,1,2,0,1,1
583,2011,5,2,1,0,0,1
583,2014,22,2,2,0,1,1
583,2014,34,5,5,0,4,4
583,2014,35,3,2,0,2,2
583,2015,23,4,0,0,1,1
583,2015,24,3,1,1,1,1
583,2016,26,7,6,0,4,5
583,2017,23,1,1,0,1,1
583,2018,7,2,2,0,1,1
583,2018,36,2,1,0,1,1
583,2019,21,3,1,0,1,1
583,2019,24,3,3,0,2,2
583,2019,25,3,3,0,1,2
583,2019,26,7,6,1,3,4
583,2019,27,9,7,0,4,5
583,2020,8,2,2,0,1,1
583,2020,11,1,1,0,0,1
583,2020,31,1,1,0,0,1
583,2021,31,2,1,0,1,1
583,2021,52,1,2,0,1,1
583,2022,47,1,2,0,1,1
584,2011,46,2,1,0,1,1
584,2012,18,1,2,0,0,1
584,2015,8,1,1,0,1,1
584,2015,10,8,3,2,4,4
584,2015,37,3,2,0,1,2
584,2016,47,2,1,0,0,1
584,2017,14,2,1,0,1,1
584,2017,18,3,1,0,1,1
584,2019,11,2,1,0,1,1
584,2020,24,2,1,0,0,1
584,2020,28,1,1,0,0,1
584,2020,39,3,3,0,2,2
584,2021,18,1,2,0,1,1
584,2021,40,3,3,0,2,3
584,2021,48,2,2,0,1,1
584,2022,21,2,1,0,0,1
584,2022,39,1,1,0,1,1
585,2009,47,2,1,0,0,1
585,2014,19,2,1,0,1,1
585,2014,24,1,1,0,0,1
585,2015,36,9,6,0,4,5
585,2015,45,1,1,0,1,1
585,2016,40,4,2,0,1,2
585,2017,40,8,6,0,3,4
585,2018,5,1,1,0,0,1
585,2018,22,5,2,0,2,2
585,2018,23,6,4,0,3,3
585,2019,9,1,1,0,1,1
585,2019,13,6,3,0,2,4
585,2019,25,3,2,0,2,2
585,2020,31,1,1,0,1,1
585,2020,35,7,4,0,3,4
585,2021,14,2,1,0,0,1
585,2021,26,2,1,0,1,1
585,2022,44,1,3,0,1,1
586,2009,41,4,3,0,1,2
586,2009,42,5,6,0,3,5
586,2010,37,1,1,0,0,1
586,2011,31,3,2,0,1,2
586,2011,37,2,1,0,1,1
586,2013,3,1,1,0,1,1
586,2013,7,2,2,1,1,2
586,2013,23,1,1,0,1,1
586,2013,26,8,4,0,3,4
586,2014,37,3,3,0,2,2
586,2015,21,1,1,0,0,1
586,2015,22,10,5,1,3,5
586,2015,34,5,6,0,4,4
586,2015,35,4,2,0,0,2
586,2015,52,2,1,0,1,1
586,2016,13,1,1,0,0,1
586,2016,17,1,1,0,1,1
586,2016,37,2,2,0,1,2
586,2017,28,2,1,0,1,1
586,2017,29,2,1,0,1,1
586,2017,30,2,1,0,0,1
586,2017,31,8,4,1,2,3
586,2017,33,5,4,0,1,3
586,2018,24,7,4,0,2,4
586,2018,26,4,4,0,2,3
586,2018,27,5,5,0,4,4
586,2018,28,4,2,0,2,2
586,2018,33,2,1,0,1,1
586,2018,35,2,2,0,0,2
586,2019,6,1,1,0,1,1
586,2019,11,1,2,0,1,1
586,2019,13,1,2,0,1,1
586,2020,27,2,1,0,1,1
586,2020,50,1,1,0,1,1
586,2021,26,4,3,0,1,3
586,2021,36,2,2,0,1,2
586,2022,7,2,1,0,0,1
586,2022,24,1,1,0,1,1
587,2010,41,1,2,0,1,1
587,2012,42,7,6,0,3,5
587,2013,49,2,1,0,0,1
587,2014,24,2,1,0,0,1
587,2014,26,4,0,0,1,1
587,2014,27,2,1,0,1,1
587,2015,30,1,1,0,1,1
587,2015,38,2,1,0,0,1
587,2015,39,8,6,0,3,5
587,2015,40,2,1,0,1,1
587,2015,42,2,0,0,0,1
587,2015,48,2,1,0,1,1
587,2015,52,7,4,2,3,5
587,2016,27,6,4,0,3,3
587,2016,29,4,3,0,2,3
587,2017,39,3,2,0,2,2
587,2018,23,2,2,0,1,1
587,2018,41,1,2,0,0,1
587,2019,45,2,1,0,1,1
587,2020,29,2,2,0,1,2
587,2022,5,1,1,0,1,1
587,2022,12,2,1,0,1,1
588,2009,9,2,1,0,0,1
588,2009,23,1,1,0,1,1
588,2009,36,2,2,0,2,2
588,2013,17,2,1,0,1,1
588,2013,22,2,2,0,1,1
588,2014,50,2,1,0,0,1
588,2015,19,1,1,0,0,1
588,2015,21,1,1,0,0,1
588,2016,43,1,1,0,1,1
588,2016,52,1,1,0,0,1
588,2017,2,2,2,0,0,1
588,2017,16,1,1,0,1,1
588,2017,37,1,2,0,1,1
588,2018,19,6,3,1,2,3
588,2018,20,2,1,0,1,1
588,2018,21,2,1,0,1,1
588,2018,22,8,5,2,1,4
588,2018,27,2,2,0,0,2
588,2018,33,3,2,0,0,2
588,2018,35,1,1,0,1,1
588,2018,42,5,4,0,2,4
588,2018,45,2,1,0,0,1
588,2019,21,2,1,0,1,1
588,2019,25,3,0,0,0,1
588,2019,32,7,5,0,3,4
588,2019,40,1,1,0,0,1
588,2020,19,6,1,1,2,4
588,2020,31,1,2,0,1,1
588,2021,19,8,7,3,2,5
589,2010,34,2,1,0,1,1
589,2010,41,3,2,0,1,2
589,2011,4,2,1,0,1,1
589,2011,12,2,1,0,0,1
589,2011,34,2,1,0,0,1
589,2011,38,5,3,0,2,3
589,2011,39,3,3,0,1,2
589,2012,16,1,1,0,1,1
589,2013,16,2,1,0,1,1
589,2013,22,1,2,0,1,1
589,2013,34,1,1,0,1,1
589,2013,42,1,1,0,1,1
589,2013,47,2,1,0,0,1
589,2015,9,2,1,0,1,1
589,2015,13,9,3,0,4,4
589,2015,31,1,1,0,0,1
589,2016,23,1,1,0,0,1
589,2016,38,4,5,0,3,4
589,2017,15,6,0,1,2,2
589,2018,9,2,2,0,1,1
589,2018,16,2,1,0,0,1
589,2018,18,4,4,1,1,2
589,2019,15,2,2,0,1,1
589,2019,18,4,3,2,0,3
589,2019,32,1,2,0,1,1
589,2019,43,2,1,0,1,1
589,2020,23,10,7,0,5,5
589,2020,24,13,6,2,4,5
589,2020,25,2,1,0,1,1
589,2020,26,7,6,0,3,5
589,2020,27,3,3,0,1,2
589,2021,10,2,2,0,1,1
589,2021,13,2,1,0,1,1
589,2021,17,5,1,3,3,3
589,2021,20,1,1,0,1,1
589,2022,11,2,1,0,0,1
590,2009,28,7,3,0,1,3
590,2009,39,3,2,0,1,2
590,2010,20,2,1,0,1,1
590,2012,13,1,1,0,1,1
590,2014,17,2,1,0,0,1
590,2014,30,2,1,0,0,1
590,2015,15,2,1,0,1,1
590,2015,48,1,2,0,1,1
590,2016,10,2,1,0,0,1
590,2017,6,2,1,0,1,1
590,2019,23,2,2,0,1,1
590,2019,24,3,2,0,0,2
590,2019,25,8,6,0,5,5
590,2019,38,2,1,0,1,1
590,2020,35,4,3,0,1,2
590,2020,48,1,1,0,0,1
590,2021,6,1,2,0,1,1
591,2009,39,2,1,0,1,1
591,2010,37,1,2,0,1,1
591,2010,43,1,1,0,1,1
591,2010,47,2,1,0,0,1
591,2015,14,2,1,0,1,1
591,2015,15,1,1,0,0,1
591,2015,17,2,0,0,1,1
591,2016,3,2,1,0,1,1
591,2016,15,1,1,0,0,1
591,2016,16,3,1,0,0,1
591,2016,17,2,2,0,1,1
591,2016,20,6,2,1,2,2
591,2017,5,1,1,0,0,1
591,2017,9,7,5,1,3,5
591,2017,12,2,2,0,0,2
591,2017,14,7,3,3,3,5
591,2017,20,2,1,0,0,1
591,2017,21,7,2,0,3,3
591,2017,35,6,7,0,4,4
591,2018,23,2,1,0,1,1
591,2018,24,2,1,1,1,1
591,2019,15,6,3,0,2,3
591,2019,45,1,1,0,0,1
591,2019,46,1,1,0,0,1
591,2019,49,5,2,0,3,3
591,2020,4,5,3,1,2,3
591,2020,13,1,2,0,1,1
591,2020,19,1,1,0,1,1
591,2020,22,9,2,0,1,4
591,2020,44,2,1,0,0,1
591,2021,13,1,1,0,1,1
591,2021,14,8,5,2,3,4
591,2021,16,2,1,0,1,1
591,2021,19,3,3,2,0,2
591,2021,20,2,0,0,0,1
591,2021,43,2,2,0,1,1
591,2021,45,2,1,0,1,1
592,2010,33,1,1,0,1,1
592,2011,5,1,1,0,0,1
592,2011,15,2,2,0,1,1
592,2011,27,2,1,0,1,1
592,2012,50,1,1,0,1,1
592,2013,26,4,2,0,1,2
592,2013,38,1,1,0,0,1
592,2013,46,1,1,0,1,1
592,2015,9,2,4,0,3,3
592,2015,16,2,1,0,1,1
592,2015,18,2,0,0,0,2
592,2015,19,1,1,0,0,1
592,2015,21,5,3,0,2,4
592,2015,47,2,1,0,0,1
592,2015,51,2,1,0,1,1
592,2016,8,3,2,2,1,3
592,2016,19,2,2,0,1,1
592,2016,20,4,1,2,0,2
592,2016,21,1,1,0,0,1
592,2016,22,5,2,0,2,2
592,2016,42,3,1,0,0,1
592,2017,8,1,2,0,1,1
592,2017,10,1,1,0,0,1
592,2017,11,5,1,0,0,2
592,2017,12,2,1,0,0,1
592,2017,16,1,1,0,1,1
592,2017,17,1,1,1,1,1
592,2017,18,9,2,1,3,4
592,2017,41,2,4,0,2,2
592,2018,13,1,1,0,1,1
592,2018,15,2,1,0,1,1
592,2018,17,1,1,0,0,1
592,2018,21,2,1,0,0,1
592,2018,25,2,1,0,1,1
592,2018,36,2,1,0,0,1
592,2018,37,2,1,0,0,1
592,2018,38,5,5,0,3,3
592,2018,40,5,1,1,2,3
592,2021,6,1,1,0,0,1
592,2021,7,2,1,0,1,1
592,2021,9,6,4,3,3,4
592,2021,16,1,1,0,1,1
592,2021,17,1,1,0,1,1
592,2021,18,2,2,0,1,1
592,2021,20,8,3,2,3,5
592,2021,27,3,3,0,1,2
592,2022,32,5,5,0,3,3
592,2022,34,2,1,0,1,1
593,2009,25,7,4,0,3,4
593,2009,34,3,3,0,1,2
593,2010,33,10,5,0,3,5
593,2011,43,2,2,0,0,1
593,2012,25,3,2,0,0,2
593,2013,8,1,2,0,1,1
593,2013,12,12,3,1,5,5
593,2013,24,3,3,0,2,2
593,2013,26,10,6,0,3,5
593,2013,36,1,1,0,1,1
593,2014,3,2,1,0,1,1
593,2014,8,1,1,0,1,1
593,2014,10,4,3,1,1,2
593,2015,21,1,1,0,1,1
593,2015,23,2,1,0,1,1
593,2015,24,9,5,0,2,5
593,2015,25,5,5,1,3,4
593,2015,26,8,5,0,2,5
593,2015,27,4,3,0,1,2
593,2015,36,7,6,0,4,5
593,2015,37,2,1,0,1,1
593,2015,38,2,2,0,2,2
593,2015,50,1,1,0,0,1
593,2015,51,1,1,0,0,1
593,2016,1,5,3,0,1,3
593,2016,38,1,1,0,0,1
593,2016,47,1,1,0,0,1
593,2017,13,5,2,0,1,2
593,2017,22,6,4,1,2,4
593,2017,24,5,2,0,1,2
593,2019,46,2,1,0,1,1
593,2020,15,3,1,1,0,1
593,2020,29,4,2,0,1,2
593,2021,11,2,1,0,0,1
593,2021,13,5,4,0,2,3
593,2021,20,7,2,0,1,3
593,2021,21,9,4,0,3,4
593,2021,22,1,1,0,1,1
593,2021,23,3,1,0,1,1
593,2022,11,2,1,0,1,1
593,2022,12,1,1,1,1,1
593,2022,18,10,4,2,4,5
593,2022,30,2,2,0,1,2
594,2011,29,1,1,0,1,1
594,2011,37,3,3,0,1,3
594,2012,46,2,2,0,1,1
594,2013,6,1,1,0,1,1
594,2015,24,4,3,0,2,3
594,2016,17,2,1,0,1,1
594,2016,28,2,2,0,0,2
594,2017,10,2,1,0,1,1
594,2017,13,1,1,0,0,1
594,2017,14,0,0,0,1,1
594,2017,18,1,1,0,1,1
594,2018,35,9,7,0,4,5
594,2021,13,2,1,0,1,1
594,2021,38,3,2,0,1,2
594,2022,34,4,4,0,2,2
595,2009,20,1,1,0,0,1
595,2010,10,3,1,0,1,1
595,2010,27,4,5,0,1,3
595,2011,22,2,1,0,1,1
595,2011,24,1,1,0,1,1
595,2011,25,2,1,0,1,1
595,2012,1,2,1,0,1,1
595,2013,25,3,2,0,1,2
595,2013,27,2,1,0,1,1
